DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
24-Jul-2025,EQ,1943.8,1970.4,1933.7,1943.8,1937.2,1936.1,1949.7,2045.8,1422.6,4150685,8092572461.0,121583
23-Jul-2025,EQ,1920.0,1949.0,1907.3,1906.8,1948.7,1943.8,1931.92,2045.8,1422.6,5194282,10034958569.7,181713
22-Jul-2025,EQ,1909.2,1911.3,1883.0,1909.2,1906.5,1906.8,1900.14,2045.8,1422.6,4513541,8576375988.7,187488
21-Jul-2025,EQ,1894.8,1919.9,1892.6,1901.0,1907.3,1909.2,1907.42,2045.8,1422.6,5109654,9746237253.0,106175
18-Jul-2025,EQ,1915.1,1916.0,1891.8,1929.9,1902.0,1901.0,1900.4,2045.8,1422.6,4643961,8825370372.3,153436
17-Jul-2025,EQ,1943.7,1944.9,1927.6,1936.6,1929.3,1929.9,1934.04,2045.8,1422.6,6256455,12100262832.1,117865
16-Jul-2025,EQ,1944.0,1944.0,1928.8,1934.2,1932.1,1936.6,1937.89,2045.8,1422.6,4211258,8160962898.0,155828
15-Jul-2025,EQ,1924.8,1943.0,1923.2,1920.9,1934.9,1934.2,1933.42,2045.8,1422.6,4163140,8049106906.9,173130
14-Jul-2025,EQ,1915.0,1927.5,1900.2,1921.9,1923.1,1920.9,1912.33,2045.8,1422.6,5269381,10076781994.0,117745
11-Jul-2025,EQ,1942.0,1959.1,1914.2,1964.5,1925.7,1921.9,1924.82,2045.8,1421.45,13103980,25222831889.3,203449
10-Jul-2025,EQ,2028.6,2028.6,1962.3,2019.7,1964.0,1964.5,1981.26,2045.8,1421.45,5695845,11284970384.5,137893
09-Jul-2025,EQ,2035.0,2040.7,1998.5,2030.0,2019.2,2019.7,2026.57,2045.8,1421.45,2937734,5953511845.9,106327
08-Jul-2025,EQ,2026.0,2035.0,2014.8,2033.9,2033.0,2030.0,2025.34,2045.8,1421.45,3624619,7341077387.4,108175
07-Jul-2025,EQ,2018.0,2036.0,2010.6,2017.2,2029.5,2033.9,2023.94,2045.8,1421.45,4165432,8430571808.8,129355
04-Jul-2025,EQ,2027.0,2036.5,2005.1,2019.3,2018.3,2017.2,2014.08,2045.8,1408.45,2178315,4387298875.4,101143
03-Jul-2025,EQ,2041.8,2044.9,2012.9,2033.3,2019.0,2019.3,2030.02,2045.8,1408.45,5558647,11284185157.6,154712
02-Jul-2025,EQ,2037.0,2045.8,2018.3,2019.4,2030.0,2033.3,2033.47,2045.8,1408.45,6513288,13244594437.2,196748
